session_id,timestamp,symbol,price,volume,rsi,ma_trend
70cb5d1f-a28a-479b-b52b-c89faec13c8d,2026-02-07T02:32:34.477341,BNB,650.2,11405.84,0,N/A
6270d025-f08b-4af6-9996-a645efad51e4,2026-02-07T02:35:26.857093,BNB,652.6,12489.88,0,N/A
8ff614e5-aaa5-406e-b03f-e56c00a412f6,2026-02-07T02:36:18.964983,OKB,74.31,9607.79,0,N/A
7a543db3-2942-4aa8-bd9a-73050f5f9f0e,2026-02-07T02:51:51.184603,OKB,74.4,11731.61,0,N/A
